project,revision,path.method
amqcpp, 774d9941acb28d38a7639c51fb0f42eef459ce2b,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/SessionInfoSourceGenerator.java#protected_void_populateIncludeFilesSet();protected_String_generateInitializerList();protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, 774d9941acb28d38a7639c51fb0f42eef459ce2b,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_populateBaseClassesSet();protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 774d9941acb28d38a7639c51fb0f42eef459ce2b,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_populateBaseClassesSet();protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, 774d9941acb28d38a7639c51fb0f42eef459ce2b,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/marshallers/AmqCppMarshallingClassesGenerator.java#protected_String_getFilePostFix();protected_String_getProperClassName(String);protected_boolean_checkNeedsInfoPointerTM1();protected_boolean_checkNeedsInfoPointerTM2();protected_boolean_checkNeedsWireFormatVersion();protected_void_generateTightUnmarshalBody(PrintWriter);protected_void_generateTightUnmarshalBodyForProperty(PrintWriter; JProperty; JAnnotationValue; String);protected_void_generateTightUnmarshalBodyForArrayProperty(PrintWriter; JProperty; JAnnotationValue; String);protected_int_generateTightMarshal1Body(PrintWriter);protected_void_generateTightMarshal2Body(PrintWriter);protected_void_generateLooseUnmarshalBody(PrintWriter);protected_void_generateLooseUnmarshalBodyForProperty(PrintWriter; JProperty; JAnnotationValue; String);protected_void_generateLooseUnmarshalBodyForArrayProperty(PrintWriter; JProperty; JAnnotationValue; String);protected_void_generateLooseMarshalBody(PrintWriter);protected_void_generateFile(PrintWriter) throws Exception;public_int_compare(JClass; JClass);public_void_generateFactory(PrintWriter);
amqcpp, 774d9941acb28d38a7639c51fb0f42eef459ce2b,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/marshallers/AmqCppMarshallingHeadersGenerator.java#protected_void_initialiseManuallyMaintainedClasses();public_List<JProperty>_getProperties();public_Object_run();protected_void_processClass(JClass);protected_String_getClassName(JClass);protected_String_getBaseClassName(JClass);public_boolean_isMarshallAware(JClass);protected_String_getFilePostFix();public_String_toCppType(JClass);protected_void_generateLicence(PrintWriter);protected_void_generateFile(PrintWriter) throws Exception;protected_void_processFactory();public_void_generateFactory(PrintWriter);public_List<JClass>_getConcreteClasses();public_void_setConcreteClasses(List<JClass>);public_String_getTargetDir();public_void_setTargetDir(String);
amqcpp, b528e8a1ebf28d99ea31541e8614d61a2b4b4211,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/MessageHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateNamespaceWrapper(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 45be999ab853213b5f82309d19d131fa9c737b15,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ConsumerInfoHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 86228dc267f9a79869a9e011b769230d4f696862,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/CommandCodeGeneratorsFactory.java#public_CommandCodeGenerator_getHeaderGenerator(String);public_CommandCodeGenerator_getSourceGenerator(String);public_CommandCodeGenerator_getCodeGenerator(String; String);
amqcpp, 3e513ea2f531d68d8038129d2a765bfd182b6ccd,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ConsumerIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 3e513ea2f531d68d8038129d2a765bfd182b6ccd,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ConsumerIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_String_generateInitializerList();protected_void_generateAdditionalMethods(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);
amqcpp, 3e513ea2f531d68d8038129d2a765bfd182b6ccd,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ProducerIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 3e513ea2f531d68d8038129d2a765bfd182b6ccd,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ProducerIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_String_generateInitializerList();protected_void_generateAdditionalMethods(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);
amqcpp, 3e513ea2f531d68d8038129d2a765bfd182b6ccd,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_populateBaseClassesSet();protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, b2b8c910210914f7fc65d2cc3d1db13afd3418de,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/tests/AmqCppTestMarshallingClassesGenerator.java#protected_String_getFilePostFix();protected_void_generateFile(PrintWriter) throws Exception;
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/CommandCodeGenerator.java#public_abstract_void_generate(PrintWriter);protected_void_generateLicence(PrintWriter);public_boolean_isGenIsClass();public_void_setGenIsClass(boolean);public_boolean_isComparable();public_void_setComparable(boolean);public_boolean_isAssignable();public_void_setAssignable(boolean);public_JClass_getJClass();public_void_setJClass(JClass);public_List<JProperty>_getProperties();public_void_setProperties(List<JProperty>);public_boolean_isMarshalAware();public_void_setMarshalAware(boolean);public_String_getClassName();public_void_setClassName(String);public_String_getBaseClassName();public_void_setBaseClassName(String);public_Set<String>_getIncludeFiles();public_void_setIncludeFiles(Set<String>);public_Set<String>_getBaseClasses();public_void_setBaseClasses(Set<String>);public_String_getOpenWireOpCode();public_void_setOpenWireOpCode(String);protected_String_toHeaderFileName(JClass);protected_String_toCppType(JClass);protected_String_toCppDefaultValue(JClass);protected_String_decapitalize(String);protected_String_capitalize(String);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/CommandHeaderGenerator.java#public_void_generate(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_populateBaseClassesSet();protected_void_generateNamespaceWrapper(PrintWriter);protected_void_generateForwardDeclarations(PrintWriter);protected_void_generateClassDefinition(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);protected_void_generatePropertyAccessors(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/CommandSourceGenerator.java#public_void_generate(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_populateBaseClassesSet();protected_void_generateDefaultConstructorBody(PrintWriter);protected_String_generateInitializerList();protected_void_generateDestructorBody(PrintWriter);protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateCloneDataStructureBody(PrintWriter);protected_void_generateCopyDataStructureBody(PrintWriter);protected_void_generateToStringBody(PrintWriter);protected_void_generateEqualsBody(PrintWriter);protected_void_generatePropertyAccessors(PrintWriter);protected_void_generateCompareToBody(PrintWriter);protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ConnectionIdSourceGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateToStringBody(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ConsumerIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_String_generateInitializerList(String);protected_void_generateAdditionalMethods(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/MessageHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateNamespaceWrapper(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/MessageIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/MessageIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_String_generateInitializerList();protected_void_generateAdditionalMethods(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/MessageSourceGenerator.java#protected_void_populateIncludeFilesSet();protected_String_generateInitializerList();protected_void_generateCopyDataStructureBody(PrintWriter);protected_void_generateToStringBody(PrintWriter);protected_void_generateEqualsBody(PrintWriter);protected_void_generateCompareToBody(PrintWriter);protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/ProducerIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_String_generateInitializerList(String);protected_void_generateAdditionalMethods(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/SessionIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateForwardDeclarations(PrintWriter);protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/SessionIdSourceGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateToStringBody(PrintWriter);protected_String_generateInitializerList();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/SessionInfoHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateProperties(PrintWriter);protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/SessionInfoSourceGenerator.java#protected_void_populateIncludeFilesSet();protected_String_generateInitializerList();protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdHeaderGenerator.java#protected_void_populateIncludeFilesSet();protected_void_generateAdditionalConstructors(PrintWriter);protected_void_populateBaseClassesSet();protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, d05bcedc01460ffd3345e54e990b770f31274cf0,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdSourceGenerator.java#protected_void_generateAdditionalConstructors(PrintWriter);protected_void_populateIncludeFilesSet();protected_void_populateBaseClassesSet();protected_void_generateAdditionalMethods(PrintWriter);
amqcpp, 0eabe41a0cba4dad4c999070933a866d3dcaa14c,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/LocalTransactionIdHeaderGenerator.java#protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 0eabe41a0cba4dad4c999070933a866d3dcaa14c,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/TransactionIdHeaderGenerator.java#protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, 0eabe41a0cba4dad4c999070933a866d3dcaa14c,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/XATransactionIdHeaderGenerator.java#protected_void_generateAdditonalMembers(PrintWriter);
amqcpp, b7db59d705d370bae2c04d204b4e2d6826cb4725,activemq-cpp-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/commands/CommandCodeGeneratorsFactory.java#public_CommandCodeGenerator_getHeaderGenerator(String);public_CommandCodeGenerator_getSourceGenerator(String);public_CommandCodeGenerator_getCodeGenerator(String; String);
